ano,nome_municipio,sexo,uf,populacao
2021,Tailândia,feminino,PA,54654
2021,Tailândia,masculino,PA,56900
2021,Terra Alta,feminino,PA,5951
2021,Terra Alta,masculino,PA,6020
2021,Terra Santa,feminino,PA,9162
2021,Terra Santa,masculino,PA,9901
2021,Tomé-Açu,feminino,PA,31331
2021,Tomé-Açu,masculino,PA,33273
2021,Tracuateua,feminino,PA,15211
2021,Tracuateua,masculino,PA,16338
2021,Trairão,feminino,PA,8798
2021,Trairão,masculino,PA,10546
2021,Tucumã,feminino,PA,19719
2021,Tucumã,masculino,PA,20942
2021,Tucuruí,feminino,PA,59164
2021,Tucuruí,masculino,PA,57441
2021,Ulianópolis,feminino,PA,31271
2021,Ulianópolis,masculino,PA,31015
2021,Uruará,feminino,PA,21466
2021,Uruará,masculino,PA,23929
2021,Vigia,feminino,PA,26821
2021,Vigia,masculino,PA,27829
2021,Viseu,feminino,PA,29538
2021,Viseu,masculino,PA,32555
2021,Vitória do Xingu,feminino,PA,7053
2021,Vitória do Xingu,masculino,PA,8368
2021,Xinguara,feminino,PA,22608
2021,Xinguara,masculino,PA,22808
2021,Serra do Navio,feminino,AP,2674
2021,Serra do Navio,masculino,AP,2903
2021,Amapá,feminino,AP,4428
2021,Amapá,masculino,AP,4837
2021,Pedra Branca do Amapari,feminino,AP,8186
2021,Pedra Branca do Amapari,masculino,AP,9439
2021,Calçoene,feminino,AP,5308
2021,Calçoene,masculino,AP,6185
2021,Cutias,feminino,AP,3014
2021,Cutias,masculino,AP,3203
2021,Ferreira Gomes,feminino,AP,3893
2021,Ferreira Gomes,masculino,AP,4258
2021,Itaubal,feminino,AP,2614
2021,Itaubal,masculino,AP,3116
2021,Laranjal do Jari,feminino,AP,25583
2021,Laranjal do Jari,masculino,AP,26719
2021,Macapá,feminino,AP,265224
2021,Macapá,masculino,AP,257133
2021,Mazagão,feminino,AP,10590
2021,Mazagão,masculino,AP,11878
2021,Oiapoque,feminino,AP,13840
2021,Oiapoque,masculino,AP,14694
2021,Porto Grande,feminino,AP,11086
2021,Porto Grande,masculino,AP,11841
2021,Pracuúba,feminino,AP,2596
2021,Pracuúba,masculino,AP,2774
2021,Santana,feminino,AP,62795
2021,Santana,masculino,AP,62013
2021,Tartarugalzinho,feminino,AP,8456
2021,Tartarugalzinho,masculino,AP,9761
2021,Vitória do Jari,feminino,AP,7939
2021,Vitória do Jari,masculino,AP,8633
2021,Abreulândia,feminino,TO,1266
2021,Abreulândia,masculino,TO,1343
2021,Aguiarnópolis,feminino,TO,3548
2021,Aguiarnópolis,masculino,TO,3501
2021,Aliança do Tocantins,feminino,TO,2621
2021,Aliança do Tocantins,masculino,TO,2682
2021,Almas,feminino,TO,3367
2021,Almas,masculino,TO,3538
2021,Alvorada,feminino,TO,4144
2021,Alvorada,masculino,TO,4237
2021,Ananás,feminino,TO,4734
2021,Ananás,masculino,TO,4701
2021,Angico,feminino,TO,1669
2021,Angico,masculino,TO,1806
2021,Aparecida do Rio Negro,feminino,TO,2399
2021,Aparecida do Rio Negro,masculino,TO,2502
2021,Aragominas,feminino,TO,2688
2021,Aragominas,masculino,TO,3017
2021,Araguacema,feminino,TO,3393
2021,Araguacema,masculino,TO,3830
2021,Araguaçu,feminino,TO,4143
2021,Araguaçu,masculino,TO,4275
2021,Araguaína,feminino,TO,95076
2021,Araguaína,masculino,TO,91169
2021,Araguanã,feminino,TO,2953
2021,Araguanã,masculino,TO,2903
2021,Araguatins,feminino,TO,18058
2021,Araguatins,masculino,TO,18515
2021,Arapoema,feminino,TO,3293
2021,Arapoema,masculino,TO,3297
2021,Arraias,feminino,TO,5256
2021,Arraias,masculino,TO,5246
2021,Augustinópolis,feminino,TO,9632
2021,Augustinópolis,masculino,TO,9238
2021,Aurora do Tocantins,feminino,TO,1867
2021,Aurora do Tocantins,masculino,TO,1942
2021,Axixá do Tocantins,feminino,TO,4936
2021,Axixá do Tocantins,masculino,TO,4881
2021,Babaçulândia,feminino,TO,4836
2021,Babaçulândia,masculino,TO,5832
2021,Bandeirantes do Tocantins,feminino,TO,1658
2021,Bandeirantes do Tocantins,masculino,TO,1973
2021,Barra do Ouro,feminino,TO,2231
2021,Barra do Ouro,masculino,TO,2442
2021,Barrolândia,feminino,TO,2772
